Name,Description,Price,CL,Strength,URL
"Ioun Stone, Emerald Ellipsoid","This stone grants you 5 temporary hit points, which are restored automatically at a specific time of day unique to each stone (typically sunrise or sunset). The bonuses from multiple emerald ellipsoids stack, with no known limit.","20,000 ",12,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/emerald-ellipsoid-ioun-stone
Lambent Window,"This small pane of glass in a frame made of black metal looks like a small hand mirror at first glance, but when a creature spends at least 1 minute staring into its reflection, the image shifts and changes, showing the landscape of another plane. If the lambent window is activated on the Material Plane, it shows the corresponding location on the Shadow Plane, along with any creatures at that location. Likewise, when used on the Shadow Plane, it shows the corresponding location on the Material Plane. This item only allows those staring into it to see the corresponding location on the other plane; they cannot hear through or gain other sensual information about the other side by way of the window. This effect can be used for up to 10 minutes per day. Those minutes need not be consecutive, and the 1 minute it takes to activate the lambent window does not count against this limit. A person holding an active lambent window can use it as a special focus when casting plane shift or using plane shift as a spell-like ability to reach the specific location shown in the mirror, rather than 5–500 miles from the bearer's intended destination.","20,000 ",7,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/lambent-window
"Robe, Xorn","This brown and gray robe is always dirty, and the chest and the back of each shoulder is decorated with a gem-like eye pattern. The wearer gains a +5 bonus on Perception checks, and can use earth glide to pass through up to 20 feet of natural or worked stone per day. The distance traveled with earth glide does not need to be consecutive, but it must be used in 5-foot increments. The wearer is able to safely chew, swallow, digest, and derive nutrition from gems, precious metals, and metallic ore, with 100 gp worth of these materials sustaining him for 1 full day. If the wearer removes the robe after such a meal, he is sickened until 24 hours have passed since the last meal of this kind. Wearing the robe again immediately negates this penalty.","20,000 ",9,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/robe-xorn
Third Eye,"The practice of third eye magic has a long-standing tradition among a Vudran mystical organization known as the Daughters of the Blinding Night. A practitioner of this mysterious sect visited Bahor and Vimanda some years ago to grant them this magic in return for a wealth of magic and secrets the Arkonas stole from the Acadamae. As part of the process of gaining a third eye, the creator grafts an actual eye into the palm of the recipient’s hand. Generally human eyes are used, but any eye harvested from a creature the same size as the recipient will do. Once an eye is grafted into a palm, it is undetectable while closed and doesn’t hinder the user’s manual dexterity in the slightest. When in use, the eye opens. The owner of a third eye can use it to see through the donor creature’s remaining eye. The third eye can also be attuned to specially prepared bloodstones, allowing the user to observe things in that stone’s vicinity as if it were an eye as well. Preparing a bloodstone in this manner requires it to soak in a potion of clairvoyance/clairaudience for a week, at the end of which the owner drinks the potion and spits the bloodstone into the hand bearing the third eye. These bloodstones are often incorporated into magic items like phylacteries, rings, or amulets, allowing the user to gift such items to other creatures and thus gain a new viewpoint. This remote viewing ability functions at any range while on the same plane. It also allows the user to cast clairaudience/clairvoyance up to three times per day. As long as the third eye is open in a hand that isn’t holding an object, the creature gains all-round vision, granting a +4 bonus on Perception checks and making it impossible to flank them. Rakshasas, whose fingers bend backwards, can use the powers of their third eyes while holding an object since the eye effectively looks out of the “back” of their hand. A third eye cannot be transferred between creatures—if removed from the owner’s body, the third eye is destroyed. A third eye that remains in the owner’s palm but is damaged or otherwise permanently blinded becomes useless until a remove blindness spell is cast upon it.","20,000 ",11,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/third-eye
Trapmaker's Sack,"This heavy leather bag bulges only slightly but upon closer inspection appears to be chocked full of knives, gears, picks, shovels, and arrows. Once per day as a full-round action, the bearer can command the sack to create any mechanical trap of CR 4 or less, which appears at a designated spot within 50 feet. The bearer must make a Craft (traps) check with a DC equal to the normal DC for creating the trap. If successful, the trap instantly merges with the chosen area, exactly as if someone had actually built the trap in that spot. If the check fails, no trap appears. The sack can alter earth, stone, and wood to accommodate the trap without altering nearby terrain (including doors, pits, and so on).","20,000 ",9,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/trapmaker-s-sack
Vest of Stable Mutation,"This leather vest is fitted with a number of pockets that are useful for storing the ingredients necessary for alchemical tinkering. The main ability of this vest, however, is to lessen the debilitating effects of an alchemist’s mutagen. While under the effect of any type of mutagen, the wearer takes no penalty to mental ability scores from that mutagen.","20,000 ",8,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/vest-of-stable-mutation
Ampoule of False Blood,"This necklace consists of a fine gold chain from which hangs a small sealed crystal vial containing preserved liquid blood. Each ampoule is attuned to a specific sorcerer bloodline. If a sorcerer (or other creature with sorcerer bloodline powers, such as from the Eldritch Heritage feat) wears the ampoule for at least one day, she loses her existing bloodline powers and gains the bloodline powers of the ampoule’s bloodline, using her sorcerer level to determine the powers gained. The ampoule has no effect on the sorcerer’s bonus spells, bloodline arcana, or bonus feats from her original bloodline (which remain unchanged). The sorcerer can only use these bloodline powers as long as she wears the necklace. Removing the necklace leaves the sorcerer unable to access any bloodline power, either her own or those of the ampoule, until one hour has passed. As a full round action that provokes an attack of opportunity, the wearer can break open the ampoule and drink the blood within. This destroys the item, and gives her the sickened condition for 1d4 hours. If the drinker is a sorcerer, her bloodline permanently changes to match that of the ampoule. In this case, the sorcerer’s bonus spells, bloodline arcana, and bloodline powers all permanently change to match those of the ampoule’s bloodline. Bonus feats previously selected due to the sorcerer’s bloodline are unaffected, but new feats must be selected from the new bloodline’s bonus feat list.","20,000 ",15,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/ampoule-of-false-blood
"Circlet, Moon Circlet","This fine silver circlet typically has a carved moonstone inset on the front or a crescent moon design. The wearer of a moon circlet gains darkvision out to 60 feet (if she does not already possess it). Its other effects only benefit a wearer capable of casting arcane spells. During the waxing moon, the wearer's caster level is considered one higher for purposes of caster level checks and spell effects; during the three nights of the full moon, this benefit increases to two levels higher than normal. However, this additional power comes with a price. During the waning moon, the wearer's caster level is considered one lower for purposes of caster level checks and spell effects, and during the three nights of the new moon, this penalty increases to two levels lower. Removing a moon circlet imposes 2 negative levels on the wearer until the next full moon (or until the circlet is worn again, whichever comes first). These negative levels cannot be restored by any means short of a limited wish, wish, or miracle.","20,000 ",15,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/circlet-moon-circlet
Demon Senses,"This implant appears as a demonic eye, tongue, finger, ear, or nose floating in a small jar of transparent fluid. In order to gain the benefit of this implant, the contents of the jar—thick fluid, body part, and all—must be consumed as a full-round action. This immediately grants a permanent +8 racial bonus on all Perception checks (note that as a racial bonus, this does not stack with any other racial bonuses a creature might already possess). After gaining this bonus, the part of the creature’s body corresponding to the body part eaten changes to match the eaten part—eyes might become red, ears might grow long and pointed, a tongue might become forked, and so on.","20,000 ",15,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/demon-senses
Demon Talon,"A demon talon must be held against the raw flesh of a fresh stump—preparing a creature by severing an existing hand causes 1d6 points of Constitution damage, but preparing a preexisting stump by cutting the flesh free at the end causes no significant damage. Once attached, the demon talon fuses with the stump, granting the creature a claw attack as appropriate for a creature one size category larger than the target’s actual size. The claw is shaped like a human hand (fingers and a thumb), but looks obviously demonic (scales, strange coloration, long nails, and so on), and is fully capable of wielding weapons or performing any other feat a human hand can perform.","20,000 ",15,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/demon-talon
Headband of Arcane Energy,"This headband has three swirling patterns of red, green, and blue crystals arching across its length. Three times per day, its wearer can sacrifice an arcane spell to create an offensive blast or defensive shield. The blast is a ranged touch attack with a range of 30 feet, which deals 1d6 points of energy damage (cold, electricity, or fire) per spell level sacrificed. The shield creates a swirling band of energy that lasts 1 round and gives the wearer a deflection bonus to AC equal to 2 + the level of the spell sacrificed.","20,000 ",13,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/headband-of-arcane-energy
Headband of Counterspelling,"This metal headband grants a +5 insight bonus on Spellcraft checks made to identify a spell as it is being cast. Furthermore, once per day the wearer can attempt to counter a spell by casting the appropriate spell as an immediate action instead of doing so with a readied action. The wearer must first identify the spell being cast before countering a spell with this headband.","20,000 ",13,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/headband-of-counterspelling
"Ioun Stone, Pale Lavender Ellipsoid","This stone absorbs spells of 4th level or lower. After absorbing 20 spell levels, the stone burns out and turns to dull gray, forever useless. This stone works like a rod of absorption, but absorbing a spell requires a readied action, and cannot be used to empower spells.","20,000 ",12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/pale-lavender-ellipsoid-ioun-stone
"Ioun Stone, Pearly White Spindle",This stone grants the wearer the ability to regenerate 1 point of damage per 10 minutes. Regeneration works like a ring of regeneration. It only cures damage taken while the character is using the stone.,"20,000 ",12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/pearly-white-spindle-ioun-stone
Master's Perfect Golden Bell,"This lustrous golden bell produces a deep and resonant ring which vibrates in perfect harmony with the Material Plane and destructively interferes with otherworldly beings. These vibrations reduce the damage reduction and spell resistance of all extraplanar creatures within 30 feet by 5 (for example, changing DR 10/magic to DR 5/magic). The bell has no clapper; to ring it, the bearer must attack it with an unarmed strike (this counts as an attack, with no attack roll needed, and does not damage the bell). The ringing lasts 1d6 rounds; stifling the ringing early is a standard action. It can ring for a maximum of 10 rounds per day.","20,000 ",15,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/master-s-perfect-golden-bell
Necromancer's Athame,"This pallid length of sharpened thighbone is carved into the shape of a dagger, but with tiny holes bored into it at equal intervals, almost like a flute. A necromancer who selects the athame as his bonded object can use it to spontaneously convert any prepared wizard necromancy spell into any other wizard necromancy spell he knows; the desired spell must be of the same level or lower than the prepared spell.","20,000 ",11,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/necromancer-s-athame
Portable Hole,"A portable hole is a circle of cloth spun from the webs of a phase spider interwoven with strands of ether and beams of starlight, resulting in a portable extradimensional space. When opened fully, a portable hole is 6 feet in diameter, but it can be folded up to be as small as a pocket handkerchief. When spread upon any surface, it causes an extradimensional space 10 feet deep to come into being. This hole can be picked up from inside or out by simply taking hold of the edges of the cloth and folding it up. Either way, the entrance disappears, but anything inside the hole remains, traveling with the item. The only air in the hole is that which enters when the hole is opened. It contains enough air to supply one Medium creature or two Small creatures for 10 minutes. The cloth does not accumulate weight even if its hole is filled. Each portable hole opens on its own particular nondimensional space. If a bag of holding is placed within a portable hole, a rift to the Astral Plane is torn in that place. Both the bag and the cloth are sucked into the void and forever lost. If a portable hole is placed within a bag of holding, it opens a gate to the Astral Plane. The hole, the bag, and any creatures within a 10-foot radius are drawn there, the portable hole and bag of holding being destroyed in the process. Editor's Note: Portable hole uses the terms 'nondimensional' and 'extradimensional' interchangeably which suggests they are just different terms for the same concept.","20,000 ",12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/portable-hole
Music Box Trap,"A silhouette of a miniature dancer graces the center of this simple music box. When opened, the music box plays a delicate tune only a few notes long. Although worth 200 gp as a work of art, the music box's true value is as a spell repository. A spellcaster can store a single targeted mind-affecting spell of up to 4th level into a closed music box trap that is not currently storing a spell. Thereafter, when the music box trap is opened and allowed to play for 1 round, the stored spell targets the creature that opened the box. If this would result in the spell being cast at an inappropriate target, or if the creature moves farther than the spell's range away from the music box during the 1-round delay, the spell is discharged with no effect. The original spellcaster remains the caster of the stored spell; for example, a charm person spell successfully delivered onto a target from a music box trap makes the creature well disposed to the spellcaster, even if the spellcaster is long gone. There is no obvious indicator that the music box trap delivers a stored spell onto the creature opening the box, but while the box is open, those who succeed at a DC 25 Perception check notice that the miniature dancer is keeping her gaze fixed upon the pending target. Closing the music box trap is a move action. If the music box is closed before its stored spell is delivered, the spell remains stored within the music box trap to await the next creature to open the box.","20,160 ",7,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/music-box-trap
Amulet of Grappling,"This nearly perfect pearl replica of a hand is attached to a gold chain and can be worn as an amulet. Once per day, the wearer can animate the hand as an immediate action. The hand attempts to grapple an adjacent foe of Medium size or smaller, using the wearer’s CMB. If it succeeds, the hand deals 1d4 non-lethal damage every round it maintains a grapple. If the grapple attempt fails or the victim escapes the grapple, the hand ceases its activity. If any creature within reach of the amulet (including the wearer) attempts to steal anything, the hand activates and attempts to choke the creature. If the amulet is not currently worn, it uses the victim’s own CMB and Strength to determine the attack bonus and damage.","20,258 ",9,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/amulet-of-grappling
"Figurine of Wondrous Power, Ivory Goats","These figurines come in threes. Each goat of this trio looks slightly different from the others, and each has a different function: [ ** The Goat of Traveling: this statuette provides a speedy and enduring mount equal to that of a heavy horse in every way except appearance. The goat can travel for a maximum of 1 day each week—continuously or in any combination of periods totaling 24 hours. At this point, or when the command word is uttered, it returns to its statuette form for no less than 1 day before it can again be used. ** The Goat of Travail: This statuette becomes an enormous creature, larger than a bull, with the statistics of a nightmare except for the addition of a pair of wicked horns of exceptional size (damage 1d8+4 for each horn). If it is charging to attack, it may only use its horns (but add 6 points of damage to each successful attack in that round). It can be called to life just once per month for up to 12 hours at a time. ** The Goat of Terror: When called upon with the proper command word, this statuette becomes a destrier-like mount with the statistics of a light horse. However, its rider can employ the goat's horns as weapons (one horn as a +3 heavy lance, the other as a +5 longsword). When ridden in an attack against an opponent, the goat of terror radiates fear as the spell in a 30-foot radius (Will DC 16 partial). It can be used once every 2 weeks for up to 3 hours per use.  ]","21,000 ",?,?,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/figurines-of-wondrous-power/ivory-goats
Belt of Fallen Heroes,"This large brass belt has three panels depicting scenes of battle. Once per day on command, the wearer can summon the spirit of a hero of one of the depicted battles. This spirit acts as an unseen servant, though unlike the force created by that spell, the summoned hero is not entirely mindless. While the summoned hero is active, it attempts to guide its wearer to victory via telepathic warning and advice, granting its user a +1 insight bonus on all saving throws.","21,000 ",6,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/belt-of-fallen-heroes
Shoes of the Firewalker,These low-cut shoes of polished red leather feature golden eyelets and stitching in a fiery pattern. They grant the wearer fire resistance 10 and allow the wearer to walk atop lava and magma as if subject to the water walk spell.,"21,000 ",6,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/shoes-of-the-firewalker
"Tattoo, Caster’s (Normal)","A caster’s tattoo is infused with potential magical energy that aids in casting spells that normally utilize verbal and somatic components. Once per day, a spellcaster may activate her caster’s tattoo as a swift action to automatically enhance the next spell she casts in that round with both the Still Spell and Silent Spell feats. When she casts the spell, the caster’s tattoo flares with light for a moment, then grows faint and faded—it replenishes its energy in 24 hours, after which it becomes bold and colorful and can be used again. Required material components or foci must be in the creature’s possession to cast the spell (and are consumed as normal), but need not be held when the spell is cast. Allows the modified casting of a spell of up to 6th level.","21,000 ",11,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/tattoo-caster-s
Amulet of Grasping Souls,"This amulet can be worn by both corporeal and incorporeal creatures. If worn by a corporeal creature, it confers the ghost touch special ability on her natural attacks and weapons she wields (even thrown weapons and projectiles). Once per day as a swift action, the wearer can make the next spell she casts affect incorporeal creatures as though she were using the Ectoplasmic Spell metamagic feat but without increasing the spell level. When an incorporeal creature wears the amulet, it can interact with it surroundings. Any item in its possession becomes incorporeal, allowing the incorporeal creature to take items and phase through objects with them. An incorporeal creature without a Strength score uses its Charisma score to determine how much it can carry.","21,000 ",13,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/amulet-of-grasping-souls
"Lenses, Rainbow","These lenses interfere with the wearer’s ability to see color, and everything appears in shades of black and white, as if the wearer were using darkvision. Once per day the wearer can use color spray, hypnotic pattern, and rainbow pattern.","21,000 ",15,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/lenses-rainbow
Rope of Entanglement,"A rope of entanglement looks just like any other hempen rope about 30 feet long. Upon command, the rope lashes forward 20 feet or upward 10 feet to entangle a victim. An entangled creature can break free with a DC 20 Strength check or a DC 20 Escape Artist check. A rope of entanglement has AC 22, 12 hit points, hardness 10, and damage reduction 5/slashing. The rope repairs damage to itself at a rate of 1 point per 5 minutes, but if a rope of entanglement is severed (all 12 hit points lost to damage), it is destroyed.","21,000 ",12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/rope-of-entanglement
"Helm, Tri-Faced","Crafted of overlaid bronze, steel, and chain, each tri-faced helm is a work of art. These exotic helmets possess three stylized faces, each serene visage staring in a different direction (with the wearer’s face concealed behind the central sculpted plate). The helm allows the wearer to see in every direction, granting him immunity to being flanked, as well as granting a +4 enhancement bonus on all vision-based Perception checks. One in every 10 tri-faced helms is an intelligent magical item, having spontaneously manifested such properties after the deaths of heroically devoted former wearers. Such helms are lawful good, speak a language, and have an ego score of 10. These lingering personalities prove noble, knowledgable of many deities, and actively encourage wearers to defend holy places and their devout worshipers. Some might even possess goals from their lives that they wish their new wearer to fulfill. Despite any of the helm's desires, though, it possesses no way to compel a wearer other than deactivating or reactivating its magical properties at will.","22,000 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/helmet-vudran-ashak
Weirding Watch,"This gold-plated watch is divided into five pieces. The weirding watch keeps flawless time without ever needing to be wound or repaired. In addition, the bearer of any piece of the watch can activate it to exercise power over time for herself and her allies. Once a watch piece is activated, the bearer gains the benefits of haste and lesser age resistance for 3 rounds. Anyone bearing a piece from the same weirding watch within 30 feet receives the same effect. Each piece of the watch can be activated once per day. The price of a weirding watch includes all five pieces. Pieces are rarely sold separately.","22,000 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/weirding-watch
Arcane Battery,"An arcane battery is a fist-sized lead container—typically a sphere, pyramid, or cylinder—that stores magically treated saltwater. When affixed to the head of a magical staff with the attached lashings, an arcane battery increases the maximum number of charges the staff can hold to 11 (instead of 10). An attached arcane battery also allows the wielder of a staff to imbue a staff with up to two charges per day. In order to do so, the wielder must expend two prepared spells or spell slots that meet the prerequisites for recharging a staff. A staff may only have a single arcane battery attached to it, and an arcane battery must be adjoined to a staff for 24 hours before its powers are attuned to the staff. If an arcane battery is removed from a staff by the staff's wielder, it must be reattached and remain so for 24 hours before it's attuned again.","22,000 ",7,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/arcane-battery
Circlet of Mindsight,"This elaborate circlet of gold-and-platinum filigree bears tiny gems in settings that look disturbingly like human eyes. When worn, the circlet lets the wearer sense the presence of other thinking creatures in her immediate area. The wearer gains the benefits of blindsense 30 feet, but only against creatures with an Intelligence score that are susceptible to mind-affecting effects. Undead, constructs, and mindless creatures like most oozes and vermin cannot be perceived when using the circlet, nor can creatures under the effects of mind blank or a ring of mind shielding. The circlet does not interfere with the wearer’s ability to see normally. If the wearer has blindsense or blindsight, he is able to differentiate creatures detected with those senses from creatures detected with the circlet of mindsight.","22,000 ",9,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/circlet-of-mindsight
Corset of Dire Witchcraft,"This slimming garment is fastened with laces, buckles, and buttons and reinforced with ribs of leather or bone. A corset of dire witchcraft grants a +4 armor bonus to AC. If the wearer is a witch, each day when she communes with her familiar to prepare spells, she may enhance one hex she knows, increasing its caster level by +2 for 24 hours. This enhancement ends if the corset is removed or if she uses it to enhance a different hex.","22,000 ",6,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/corset-of-dire-witchcraft
Harp of Storms,"This small harp is carved from whale ivory, and its frame is filigreed with delicate gold patterns depicting winds and clouds. Up to three times per day as a standard action, you can use a harp of storms to surround yourself with an aura of brisk wind that grants you a 20% miss chance against all ranged attacks. This wind cloak effect lasts for 1 minute. At any time during that minute, you may strike additional notes on the harp of storms in order to produce one of the following three effects. [  ** Air Walk: You cause the winds to lift you off the ground, granting you the effects of an air walk spell for 1 round. This is normally a move action, but if you succeed at a DC 15 Perform (strings) check, it is a swift action; ** Gust of Wind: You can direct the winds surrounding you to duplicate the effects of a gust of wind spell. This is a standard action; ** Lightning Strike: As a standard action, make a Perform (strings) check. You cause a bolt of lightning to strike a single foe within 30 feet, dealing an amount of electricity damage equal to the result of your Perform (strings) check. The target gets a DC 15 Reflex save to halve the damage caused by this lightning strike.  ]","22,000 ",7,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/harp-of-storms
Orb of Golden Heaven,"This alabaster sphere, overlaid with golden bands set with diamonds in runelike patterns, sheds light like a continual flame spell. Making a melee touch attack with the orb has the same effect as dousing the target with a flask of holy water. A good creature may hold the orb in hand and command it to invoke consecrate and searing light each once per day. The orb bestows one permanent negative level on any evil creature holding or carrying it. The negative level remains as long as the creature has the orb and disappears immediately when the orb is no longer held or carried. This negative level cannot be overcome in any way (including by restoration spells) while the bearer has the orb. If the bearer of an orb of golden heaven wears a crown of golden heaven, its light counts as daylight instead of continual flame, and its consecrate acts as if the orb were a shrine to the bearer's deity.","22,000 ",10,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/orb-of-golden-heaven
Wings of Flying (Lesser),"This mechanical backpack is a mess of gears and cogs, with two large canvas wings extending out from it to rise over the wearer's shoulders. When the wearer touches the button on the pack's chest harness, the wings whir to life and begin flapping rapidly, hauling the wearer awkwardly into the air. Lesser wings of flying grant the wearer a fly speed of 30 feet (poor maneuverability).","22,000 ",10,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/wings-of-flying-lesser
Amulet of Spell Mastery,This platinum locket only has power when used as a wizard’s bonded object. It allows the wizard to prepare an additional 6 levels of spells per day.,"22,000 ",11,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/amulet-of-spell-mastery
"Book, Golem Manual (Stone)","A golem manual contains information, incantations, and magical power that help a character to craft a golem. The instructions therein grant a +5 competence bonus on skill checks made to craft the golem's body. Each manual also holds the prerequisite spells needed for a specific golem (although these spells can only be used to create a golem and cannot be copied), effectively granting the builder use of the Craft Construct feat during the construction of the golem, and an increase to her caster level for the purpose of crafting a golem. The spells included in a golem manual require a spell trigger activation and can be activated only to assist in the construction of a golem. The cost of the book does not include the cost of constructing the golem's body. Once the golem is finished, the writing in the manual fades and the book is consumed in flames. When the book's ashes are sprinkled upon the golem, it becomes fully animated. ** Stone Golem Manual: The book contains geas/quest, limited wish, polymorph any object, and slow. The reader may treat her caster level as three levels higher than normal for the purpose of crafting a stone golem. Strong abjuration and enchantment; CL 14th; Craft Construct, creator must be caster level 14th, antimagic field, geas/quest, limited wish, symbol of stunning.","22,000 ",14,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/book-golem-manual
Mask of the Skull,"This fearsome-looking mask of ivory, beaten copper, or pale wood is typically fashioned into the likeness of a human skull with a missing lower jaw, allowing the bottom half of the wearer's face to remain visible when the mask is worn. Once per day, after it has been worn for at least 1 hour, the mask can be loosed to fly from the wearer's face. It travels up to 50 feet away from the wearer and attacks a target assigned to it. The grinning skull mask makes a touch attack against the target based on the wearer's base attack bonus. If the attack succeeds, the target must make a DC 20 Fortitude save or take 130 points of damage, as if affected by a finger of death spell. If the target succeeds on his saving throw, he nevertheless takes 3d6+13 points of damage. After attacking (whether successful or not), the mask flies back to its user. The mask has AC 16, 10 hit points, and hardness 6.","22,000 ",13,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/mask-of-the-skull
Mist Projector,"This strange device appears to be a twisted rod crafted of some unknown alloy of metal and crystal. The device requires two hands to use. When activated, the mist projector discharges a 60-foot cone of supercooled mist. This functions as cone of cold, dealing 10d6 points of cold damage to all creatures in the area (DC 17 Reflex save for half ). Once fired, a cloud of mist persists in the area of effect for 1d10 minutes or until dispersed, functioning as a fog cloud. A mist projector normally contains 27 charges. A mist projector is impossible to recharge without special technology.","22,500 ",10,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/mi-go-mist-projector
"Helm, Howling","The wearer of this helm, crafted from a beast’s skull, gains the ability to communicate with dogs, wolves, dire wolves, foxes, jackals, coyotes, and similar canine animals as the speak with animals spell. The wearer gains a +2 competence bonus on Diplomacy checks and Charisma checks to influence wolf-like magical beasts such as blink dogs, winter wolves, and worgs. On command three times per day, the wearer can unleash a terrifying howl. When he does so, he makes a single Intimidate check to demoralize all opponents within 30 feet that can hear the howl. At the start of the wearer’s following turn, 1d3 wolves appear as if summoned by the spell summon nature’s ally III. They act on the wearer’s initiative and follow her instructions (or attacking her opponents, if she cannot communicate with them) for 5 rounds before vanishing in a swirl of pine needles and snow.","22,600 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/helm-howling
Visage of the Bound,"Crafted from gold and lacquer, these elaborate masks resemble various outsiders. Once per day when the wearer casts a summon monster spell, he may choose to house the summoned outsider within the visage of the bound rather than conjuring it onto the Material Plane. For the spell's duration, the wearer can use of any of the bound outsider's spell-like abilities as if they were his own. A visage of the bound has no effect on outsiders already summoned or on summoning spells cast by other creatures. Removing the mask immediately releases a bound outsider. The wearer cannot use the bound outsider's spell-like abilities to summon other creatures, and a summoner cannot activate a visage of the bound while his eidolon is summoned. Effects that extend the duration of a summon monster spell (such a the Extend Spell metamagic feat or the conjurer's summoner's charm class ability) have no effect on the duration of a spell contained by a visage of the bound. Outsiders who are opposed to one or more axes of the wearer's alignment cannot be housed within a visage of the bound.","22,900 ",9,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/visage-of-the-bound
"Belt, Gorgon","This belt grants its wearer a +4 enhancement bonus to Strength, and the ability to ignore difficult terrain while charging or making an overrun, bull rush, or trample attempt. Furthermore, once per day on command, its wearer can spew a 60-foot cone of poisonous green gas as a breath weapon. Any creature caught in the area of the gas can attempt a DC 18 saving throw to resist its effect, but if the creature fails the saving throw, it is paralyzed for 1d4 rounds. At the end of its turn, a creature petrified by this breath weapon can attempt a new save to end the paralysis effect. Treat the enhancement bonus to Strength as a temporary ability bonus for the first 24 hours the belt is worn.","23,000 ",9,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/belt-gorgon
Glove of Familiar's Touch,"A glove of familiar's touch features a large, brightly colored gem fastened to its palm, and comes with an additional gem attuned to the glove. As long as his familiar is touching the attuned gem, the wearer of this glove can designate his familiar as the source for any touch spell he casts, even if he and his familiar are not in contact when the spell is cast. A glove of familiar's touch takes up the wearer's entire hands slot; the wearer can't gain the benefits of another magic item (even another glove of familiar's touch) that also uses the hands slot.","23,000 ",7,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/glove-of-familiar-s-touch
Mattock of the Titans,"This digging tool is 10 feet long. Any creature of at least Huge size can use it to loosen or tumble earth or earthen ramparts (a 10-foot cube every 10 minutes). It also smashes rock (a 10-foot cube per hour). If used as a weapon, it is the equivalent of a Gargantuan +3 adamantine warhammer, dealing 4d6 points of base damage.","23,348 ",16,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/mattock-of-the-titans
