Name,Description,Price,CL,Strength,URL
"Doll, Anatomy","This stuffed rag doll might resemble a child's toy if not for the vital organs depicted on its cloth. By dabbing the doll with a few drops of blood from a living creature (a standard action), the bearer can form a sympathetic link between the doll and the victim. If the chosen victim has spell resistance, the doll must beat the target's spell resistance to create the link. As a standard action, the bearer can twist or stab the doll; this gives the target the sickened condition for one round and deals 1 point of negative energy damage plus 1 point for each die of the doll bearer's sneak attack damage (if any). Each time the target is affected by the doll, it receives a DC 14 Will save to end the link. The doll's holder needs line of effect to the victim, but not line of sight. Once linked to a particular creature, an anatomy doll cannot be linked to another creature, but the bearer can re-establish a broken link by anointing it with more of the target's blood.","1,000 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/doll-anatomy
"Elixir, Bloodbrew","This ruby red wine carries an aroma of fresh-spilled blood with a persistent finish tasting of iron and scarberries. Anyone who drinks the concoction gains 1d10+3 temporary hit points for 1 hour. In addition, an enslaved vampire or vampire spawn who drinks the elixir is freed from its creator’s control for 1 hour, becoming a free-willed undead creature for that time. At the end of the hour, the vampire is once again enslaved under its creator’s control. Bloodbrew elixir is highly addictive to vampires, and any vampire who drinks it must make a DC 20 Fortitude save or become addicted to the bloodbrew. Thereafter, the vampire must drink a new dose of bloodbrew every day, or take a –2 penalty to Dex, Con, Str, and Wis and lose her fast healing ability, until a new dose is taken. The addiction can only be cured with greater restoration, or the vampire must make three consecutive saves, one per day, against the elixir’s DC, after a day of not taking the drug. Should the vampire take a new dose of the elixir before the addiction is cured, any past successful saves are negated. A living creature who drinks the elixir gains the temporary hit points, but takes a –2 penalty on saves against energy drain and negative energy effects, including channeled negative energy, for 1 hour. Bloodbrew elixir is not addictive to living creatures.","1,000 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/elixir-bloodbrew
Muleback Cords,"These thick leather cords wrap around the wearer’s biceps and shoulders. When worn, they make the wearer’s muscles appear larger than normal. The wearer treats his Strength score as 8 higher than normal when determining his carrying capacity. This bonus does not apply to combat, breaking items, or any other Strength-related rolls, it only contributes to the amount of equipment or material the wearer can carry.","1,000 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/muleback-cords
Pendant of the Blood Scarab,"A carved ruby in the shape of a scarab set in gold, this magic amulet grants its wearer insight on where to strike a creature so as to maximize pain and distress. This pendant must be worn against bare flesh in order to function. Once per day, as an immediate action, when the wearer of a pendant of the blood scarab threatens a critical hit with any attack, he may automatically confirm the critical hit. When the user activates this ability, the pendant’s spiky little legs momentarily animate and clutch against the wearer’s skin, dealing 1d6 points of damage as the amulet burrows and digs into the wearer’s body in apparent delight at the devastating blow inflicted on the enemy.","1,000 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/pendant-of-the-blood-scarab
Phylactery of Faithfulness,"This item is a tiny box containing religious scripture. The box is affixed to a leather cord and tied around the forehead, worn so that the box sits upon the wearer's brow. There is no mundane way to determine what function this religious item performs until it is worn. The wearer of a phylactery of faithfulness is aware of any action or item that could adversely affect his alignment and his standing with his deity, including magical effects. He acquires this information prior to performing such an action or becoming associated with such an item if he takes a moment to contemplate the act.","1,000 ",1,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/phylactery-of-faithfulness
Plume of Panache,"This plume is over-sized, chic, and extravagant. To gain its effects, the user must affix it to a non-magical hat worth at least 10 gp. Once per day when the wearer performs a deed, the plume provides her with 1 panache point that can be used for that deed. Once used, the plume appears wilted and bedraggled until its magic is replenished.","1,000 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/plume-of-panache
"Powder, Firefoot","This bright red powder contains a mixture of rare herbs and black salt. One dose of fire foot powder is enough powder to spread over two 5-foot squares, usually around doorways. The first creature to enter a powdered square must succeed on a DC 14 Fortitude save or immediately become overwhelmed by waves of fiery pain as if its legs and feet were being burned to ashes. The victim takes 1d6 points of nonlethal damage per round for 5 rounds, during which time it is also sickened.","1,000 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/powder-firefoot
Robe of Needles,"This dark, hooded robe has six long, silvery, razor-sharp needles protruding from the bottom of its loose sleeves, three on each side. The wearer can launch one needle as a ranged touch attack. The needle counts as a thrown weapon with a range increment of 10 feet. If the needle hits, it embeds itself in the target’s flesh, dealing 1 point of piercing damage and 1 point of bleed damage. A creature can pull out the needle as a full-round action, which ends the bleed effect. The needle is destroyed if an attack with it misses or when it is removed from a creature it was embedded in. The robe regrows all spent needles each morning.","1,000 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/robe-of-needles
Shawl of Life-Keeping,"This magical shawl is woven from silken, diaphanous material. Once per day, the wearer can speak a command word to transfer some of her life energy into the shawl (up to 10 hit points). If she is wearing the shawl and is reduced to –1 hit points or below, the shawl immediately heals her an amount equal to the number of hit points stored in the shawl. This healing cannot prevent the wearer from being killed. The life energy stored in the shawl lasts for 24 hours or until it heals the wearer, whichever comes first. If the shawl is destroyed, the stored life energy is lost. While the shawl is storing a creature's life energy, it retains a connection to that creature. If another creature holds the shawl in hand, the creature whose life energy is stored in the shawl takes a –2 penalty on Fortitude and Reflex saving throws against all effects from the current bearer of the shawl.","1,000 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/shawl-of-life-keeping
"Shirt, Quick Runner's","This shirt is made of light, gossamer-thin fabric embroidered with arrangements of winged feet. Once per day as a swift action, the wearer can take an additional move action to move and then immediately end his turn, losing any unspent actions. A character must wear this shirt continuously for 24 hours before he can activate this ability.","1,000 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/shirt-quick-runners
"Tattoo, Runeward","Each of these tattoos is keyed to a single school of magic. The bearer can use detect magic at will, but only to sense auras of that school. The bearer gains a +1 insight bonus on saving throws against spells and spell-like abilities of the keyed school and knows when such a spell or spell-like ability has been cast within 60 feet.","1,000 ",1,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/tattoo-runeward
Tengu Drinking Jug,"This looks like a one-gallon stoneware jug with white glaze, black birds painted around the middle, and a cork stopper tied about the neck with a hemp cord. Any liquid placed within the jug becomes safe to drink, as though affected by purify food and drink (though the jug only affects liquids). Three times per day, the bearer can command the jug to alter the temperature of its contents so that it ranges anywhere from ice cold to boiling hot. Once per day, the bearer can command water placed into the jug to transform into plum liquor, sake, or tea. A tengu jug holds up to 1 gallon of any liquid.","1,000 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/tengu-drinking-jug
Bag of Holding (Minor),"This more economical version of the bag of holding functions in the same manner, but its internal measurements are smaller than those of a regular bag of holding. It measures 2 feet by 4 feet and can carry up to 50 pounds or 6 cubic feet of material.","1,000 ",9,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/bag-of-holding
"Bandolier, Beneficial","This bandolier is made of finely tanned leather. It has slots for up to 200 rounds of ammunition. Pellets and black powder are kept in tiny individual pouches, and bullets in small loops. The bandolier alters itself as needed to accommodate both. There are also places on the beneficial bandolier for a gunsmith’s kit and a powder horn. Regardless of what quantities of these items are placed within the beneficial bandolier, its weight does not change. As a swift action, the wearer can command a single round of ammunition from the beneficial bandolier to teleport into a firearm of the appropriate type that he is wielding.","1,000 ",9,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/bandolier-beneficial
"Belt, Meridian","This narrow cloth belt has a silver buckle in the shape of four rings. The belt allows a creature to wear a magic ring on each foot in addition to the ring on each hand, though only two rings function at any given time. As a swift action, the wearer can change which of his rings are active (both hands, both feet, left hand and right foot, and so on). For example, a creature could wear a ring of protection, ring of energy resistance, ring of swimming, and ring of counterspells, switching between any two of them as a swift action each round as it desires. The belt does not change the type of action required to activate a ring (for example, activating a ring of invisibility is still a standard action), but allows the wearer to easily switch between the constant powers of several worn rings. While the belt is worn, wearing a ring on a foot counts toward the attunement process of certain rings (such as a ring of sustenance) even if the belt isn't used to make that ring active during that attunement period.","1,000 ",9,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/meridian-belt
Dimensional Acid (Jagged Pit),"The acid in this flask burns not through matter, but through space itself, creating a temporary extradimensional pit wherever it touches. A flask of dimensional acid can be thrown as a splash weapon with a range increment of 10 feet. Alternatively, it can be used as a special component when casting the snare spell. Instead of the spell's usual effect, the creature that triggers the modified snare is treated as if it had taken a direct hit from the dimensional acid. This acid creates a spiked pit spell where it lands.","1,000 ",5,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/dimensional-acid
Dowsing Syrup,"The thick liquid in this ceramic jar smells sickly sweet. To activate its powers, the user it must be unstopper the jar as a standard action while thinking deeply about a specific person or object that she has seen at least once from up to 30 feet away. When then poured onto the ground, the syrup flows at 15 feet per round following the most direct route to the creature or object visualized, provided the creature or object is on the same plane, leaving behind a sticky trail. The syrup can flow uphill or even up stairs and can pass through openings as narrow as one-sixteenth of an inch. It cannot penetrate other liquids or porous or absorbent surfaces (such as sand or sawdust).","1,000 ",11,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/dowsing-syrup
Incense of Transcendence,"The heady vapors of this coiled incense facilitate a deep meditative trance. When an oracle lights a coil of incense of transcendence and then spends 8 hours praying and meditating nearby, she can replace one of her revelations with another revelation. The new revelation must be one available to her (such as from the same mystery) and must be available at the same class level as the original revelation (for example, she cannot replace a revelation available at 1st level with a revelation requiring a minimum of 7th level). If she replaces a revelation that is a prerequisite for another revelation or ability, she cannot use that other revelation or ability while under the influence of the incense. The coil of incense burns for 8 hours. Its effects persist for 24 hours, after which the oracle's original revelations return.","1,000 ",7,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/incense-of-transcendence
"Ioun Stone, Nacreous Gray Sphere (Flawed)","Protects wearer from appearing older but does not protect against ability damage from aging. The stone remembers the wearer’s age at the time he first wore it and always restores his appearance to that age, even if he hasn’t worn it for years or it has been worn by other people.","1,000 ",12,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/nacreous-gray-sphere-ioun-stone
"Medallion, Drowning","Often sold to traveling river-goers, this small stone disk is etched with the symbol of waves and affixed to a silver chain. If the wearer falls unconscious from drowning while wearing a drowning medallion, she can remain unconscious for up to 10 minutes before she must start attempting Constitution checks to avoid asphyxiation. One round after emerging from the substance that caused the wearer to drown (usually water), the wearer regains consciousness at 0 hit points and the medallion crumbles to dust.","1,000 ",10,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/medallion-drowning
Pyxes of Redirected Focus,"This round metal container is just large enough to contain the wooden, coin-sized token inside. Each side of the token is inscribed with a different prayer. Once per day, a cleric (or other class with cleric domains) may activate the pyxes and may select any one of her prepared domain spells and replace it with the domain spell of that level from her other domain. For example, a cleric with the Fire and Luck domains could switch her 1st-level prepared burning hands domain spell to true strike. The pyxes has no effect on creatures with no domain spells or only one domain.","1,000 ",9,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/pyxes-of-redirected-focus
Robe of Infinite Twine,"This coarse hempen robe seems made from a single strand of twine. The wearer can draw up to 30 feet of twine or up to 10 feet of hemp rope per round from the robe without harming it. As an immediate action, the wearer can draw up to 150 feet of twine or 50 feet of rope from the robe, but this gives the robe the broken condition and suppresses its powers until it is repaired. Twine or rope drawn from the robe remains connected until cut or torn, but is treated as common material rather than part of a magic item. Pieces removed become normal twine or rope.","1,000 ",7,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/robe-of-infinite-twine
Salve of Slipperiness,"This substance provides a +20 competence bonus on all Escape Artist checks and combat maneuver checks made to escape from a grapple. The salve also grants a +10 competence bonus to the wearer's Combat Maneuver Defense for the purpose of avoiding grapple attempts. In addition, such obstructions as webs (magical or otherwise) do not affect an anointed individual. Magic ropes and the like do not avail against this salve. If it is smeared on a floor or on steps, the area should be treated as a long-lasting grease spell. The salve requires 8 hours to wear off normally, or it can be wiped off with an alcohol solution (even wine). Salve of slipperiness is needed to coat the inside of a container meant to hold sovereign glue.","1,000 ",6,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/salve-of-slipperiness
Solidsmoke Pipeweed,"When smoked in any pipe, this pinch of magical tobacco produces a languid, milky-white smoke that the smoker can transform into useful objects. A halfling who puffs on the pipe as a full-round action can shape the smoke into an object weighing no more than 5 pounds and having a maximum volume of 1 cubic foot. The halfling can, on following rounds, spend additional full-round actions to increase the object's weight by 2 additional pounds and its volume by another cubic foot. The halfling must succeed at an appropriate Craft check to make a complex item. If the halfling stops puffing on her pipe for any reason before she finishes creating the object, the figure in the smoke collapses and her pipe is extinguished. Objects created by solidsmoke pipeweed last for 24 hours before fading away into vapor. Objects created by the pipeweed have the same hardness, hit points, and other qualities as manufactured objects of their type, but look smoky and indistinct. Each pinch of solidsmoke pipeweed is sufficient for 3 full rounds of smoking. A single larger item must be created with a single pinch of solidsmoke pipeweed, so any item created with this pipeweed can't be larger than 9 pounds and 3 cubic feet. A halfling cannot create an object designed to exactly duplicate or replace another specific object. For instance, while she could create a smoky lock with its own key, she could not puff smoke into an existing keyhole and then create a key that would open that particular lock. This smoke is caustic and chokes non-halflings. It grants non-halflings no benefits, and each time they spend a standard action to smoke the pipeweed, they are sickenedfor 1 round.","1,000 ",7,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/solidsmoke-pipeweed
"Stone, Fortifying","On command, this semiprecious stone adheres to an object weighing not more than 100 pounds. As long as it is attached, the stone increases the object’s hardness by 5, its break DC by 5, and its hit points by 20. Like temporary hit points, these additional hit points are lost first when the object the stone is protecting is damaged, and once they are exhausted, the fortifying stone is destroyed. However, unlike temporary hit points, they can be completely restored by repairing the fortifying stone via a single casting of a make whole spell. Any effect that breaks or destroys the protected object also destroys any attached fortifying stones.","1,000 ",7,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/stone-fortifying
Wasp Nest of Swarming,"This is a hand-sized replica of a wasp's nest, crafted out of paper. It is extremely fragile and comes in a snug rigid case. If the nest is placed on the floor or ground, each time a creature passes through that square there is a 50% chance that it kicks or steps on the nest, triggering it. The nest may instead be thrown (range increment 10 feet), triggering when it strikes a hard surface or a creature. When triggered, the nest creates a wasp swarm that attacks the nearest creature and follows it until it is dead, the swarm is killed, or the swarm is unable to reach the target, at which point the swarm attacks the next nearest creature. If the swarm can't find any targets, it waits in place until another creature appears. The swarm dissipates 9 minutes after being released.","1,000 ",9,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/wasp-nest-of-swarming
"Bead, Boro (1st)","This multicolored, sturdy glass bead is an aid to members of the alchemist class. Once per day on command, a boro bead enables the bearer to recharge any one 1st level extract that he had mixed and then consumed that day. The extract is then reconstituted and usable again, just as if it had not been drank. A bead works on an infusion, but not a potion, elixir, bomb, mutagen, or non-magical alchemical material such as antitoxin.","1,000 ",16,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/bead-boro
Bookplate of Recall,"This metal bookplate is inscribed with mystical words in Draconic, leaving space for a single written name. When the bookplate is glued to the inside cover of a book, the named individual may speak the title of the book to summon it as if using instant summons. This ability functions once per day.","1,000 ",13,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/bookplate-of-recall
"Feather Token, Siege Tower",Each of these items is a small feather that has a power to suit a special need. The kinds of tokens are described below. Each token is usable once. a particular feather token has no specific features to identify it unless its magic aura is viewed—even tokens with identical powers can be wildly different in appearance. // This token creates a Huge siege tower (see Siege Engines). The tower disappears after 1 hour.,"1,000 ",12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/feather-token/siege-tower-feather-token
"Gem, Metamagic (Enlarging Amethyst)","Metamagic gems can be used to enhance spells with various metamagic effects, similar to the way metamagic rods are used, save that metamagic gems are consumed when they are used. To apply the effects of a metamagic gem to a spell, you need only use the metamagic gem as an additional material component for the spell in question. When you apply a metamagic effect to a spell using a metamagic gem, the spell slot of the altered spell does not change. You may only use one metamagic gem on any given spell, and while that spell cannot be further enhanced by a metamagic rod, it can be used with spells already enhanced in the normal way via any metamagic feats you possess. In this case, only the feats possessed by you adjust the spell slot of the spell being cast. Use of a metamagic gem does not confer the associated feat on the owner, only the one-time ability to use the given feat. A sorcerer or other spontaneous spellcaster must still take a full-round action when using a metamagic gem, just as if using a metamagic feat he possesses (except for quickening diamonds, which can be used as a swift action). The metamagic gems presented here are not the only such gems that exist. Other metamagic gems based on metamagic feats from other sources could easily be created—their costs should follow the pattern presented here (1,000 gp for gems that alter a spell slot by 1 level, 2,000 gp for those that alter spell slots by 2 levels, and so on), and each new gem should have a corresponding unique gemstone type associated with it.","1,000 ",11,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/gem-metamagic
"Gem, Metamagic (Extending Garnet)","Metamagic gems can be used to enhance spells with various metamagic effects, similar to the way metamagic rods are used, save that metamagic gems are consumed when they are used. To apply the effects of a metamagic gem to a spell, you need only use the metamagic gem as an additional material component for the spell in question. When you apply a metamagic effect to a spell using a metamagic gem, the spell slot of the altered spell does not change. You may only use one metamagic gem on any given spell, and while that spell cannot be further enhanced by a metamagic rod, it can be used with spells already enhanced in the normal way via any metamagic feats you possess. In this case, only the feats possessed by you adjust the spell slot of the spell being cast. Use of a metamagic gem does not confer the associated feat on the owner, only the one-time ability to use the given feat. A sorcerer or other spontaneous spellcaster must still take a full-round action when using a metamagic gem, just as if using a metamagic feat he possesses (except for quickening diamonds, which can be used as a swift action). The metamagic gems presented here are not the only such gems that exist. Other metamagic gems based on metamagic feats from other sources could easily be created—their costs should follow the pattern presented here (1,000 gp for gems that alter a spell slot by 1 level, 2,000 gp for those that alter spell slots by 2 levels, and so on), and each new gem should have a corresponding unique gemstone type associated with it.","1,000 ",11,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/gem-metamagic
"Gem, Metamagic (Silent Spinel)","Metamagic gems can be used to enhance spells with various metamagic effects, similar to the way metamagic rods are used, save that metamagic gems are consumed when they are used. To apply the effects of a metamagic gem to a spell, you need only use the metamagic gem as an additional material component for the spell in question. When you apply a metamagic effect to a spell using a metamagic gem, the spell slot of the altered spell does not change. You may only use one metamagic gem on any given spell, and while that spell cannot be further enhanced by a metamagic rod, it can be used with spells already enhanced in the normal way via any metamagic feats you possess. In this case, only the feats possessed by you adjust the spell slot of the spell being cast. Use of a metamagic gem does not confer the associated feat on the owner, only the one-time ability to use the given feat. A sorcerer or other spontaneous spellcaster must still take a full-round action when using a metamagic gem, just as if using a metamagic feat he possesses (except for quickening diamonds, which can be used as a swift action). The metamagic gems presented here are not the only such gems that exist. Other metamagic gems based on metamagic feats from other sources could easily be created—their costs should follow the pattern presented here (1,000 gp for gems that alter a spell slot by 1 level, 2,000 gp for those that alter spell slots by 2 levels, and so on), and each new gem should have a corresponding unique gemstone type associated with it.","1,000 ",11,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/gem-metamagic
"Gem, Metamagic (Still Amber)","Metamagic gems can be used to enhance spells with various metamagic effects, similar to the way metamagic rods are used, save that metamagic gems are consumed when they are used. To apply the effects of a metamagic gem to a spell, you need only use the metamagic gem as an additional material component for the spell in question. When you apply a metamagic effect to a spell using a metamagic gem, the spell slot of the altered spell does not change. You may only use one metamagic gem on any given spell, and while that spell cannot be further enhanced by a metamagic rod, it can be used with spells already enhanced in the normal way via any metamagic feats you possess. In this case, only the feats possessed by you adjust the spell slot of the spell being cast. Use of a metamagic gem does not confer the associated feat on the owner, only the one-time ability to use the given feat. A sorcerer or other spontaneous spellcaster must still take a full-round action when using a metamagic gem, just as if using a metamagic feat he possesses (except for quickening diamonds, which can be used as a swift action). The metamagic gems presented here are not the only such gems that exist. Other metamagic gems based on metamagic feats from other sources could easily be created—their costs should follow the pattern presented here (1,000 gp for gems that alter a spell slot by 1 level, 2,000 gp for those that alter spell slots by 2 levels, and so on), and each new gem should have a corresponding unique gemstone type associated with it.","1,000 ",11,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/gem-metamagic
"Ioun Stone, Agate Ellipsoid","This stone grants you a single use of the augury spell with a 100% success rate. The stone must have been orbiting your head for at least 24 hours before it can be activated in such a way, which you can do with a thought as a free action. The stone instantly returns an answer of “weal,” “woe,” “weal and woe,” or “nothing.” After being used in this manner, the stone loses all magical power and becomes a dull gray ioun stone.","1,000 ",12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/agate-ellipsoid
"Ioun Stone, Clear Spindle (Cracked)",This stone sustains the wearer on half the normal amount of food.,"1,000 ",12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/clear-spindle-ioun-stone
"Ioun Stone, Gold Nodule (Flawed)","This stone grants you the ability to comprehend and read, but not speak or write, a single language (chosen by the ioun stone's creator).","1,000 ",12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/gold-nodule
"Ioun Stone, Orange Prism (Cracked)",Wearer adds one cantrip or orison (determined when the stone is created) to his list of spells known or spells prepared,"1,000 ",12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/orange-prism-ioun-stone
"Ioun Stone, Tourmaline Sphere","This stone grants you a benefit only when you're dying. When determining the number of negative hit points you must accrue to die, treat your Constitution score as if it were 2 higher. This doesn't provide a bonus to Constitution, so it doesn't grant a bonus on checks made to stabilize but does provide you 2 additional rounds during which to attempt such checks. You can only benefit from one tourmaline sphere ioun stone at a time.","1,000 ",12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/tourmaline-sphere
Page of Spell Knowledge (1st),"This page is covered in densely-worded arcane or divine magical runes. It contains the knowledge of a single 1st level arcane or divine spell (chosen by the creator when the item is crafted). If the bearer is a spontaneous spellcaster and has that spell on her class spell list, she may use her spell slots to cast that spell as if it were one of her spells known. A page of spell knowledge is priced based on the spell's cleric or sorcerer/wizard spell level, unless the spell doesn't appear on either of those spell lists, in which case it is based on the highest spell level as it appears on any other spell list. For example, a spell that is on the 4th-level inquisitor list and the 2nd-level paladin list is priced as a 4th-level spell.","1,000 ",17,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/page-of-spell-knowledge
Pearl of Power (1st),"This seemingly normal pearl of average size and luster is a potent aid to all spellcasters who prepare spells (clerics, druids, rangers, paladins, and wizards). Once per day on command, a pearl of power enables the possessor to recall any one 1st level spell that she had prepared and then cast that day. The spell is then prepared again, just as if it had not been cast.","1,000 ",17,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/pearl-of-power
Spell Lattice (1st),"A spell lattice is a block of transparent crystal, internally etched with a three-dimensional representation of a spell. This spell is chosen when the item is created (the contained spell determines the school of the lattice's aura). When a spell lattice is wielded by a spontaneous spellcaster who has the spell contained within it on her class spell list, she can use her spell slots to cast that spell as if it were one of her spells known. When an arcanist holds a spell lattice, as long as she has the contained spell on her class spell list, she can use her spell slots to cast that spell as if it were one of her spells currently prepared. A spellcaster who uses a spellbook or formula book can copy the spell from a spell lattice as if it were a scroll. Doing so expends the spell from the spell lattice.","1,000 ",17,Varied,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/spell-lattice
"Talisman, Death’s Head (10 HD)","This amulet allows the wearer to command a number of undead skeletons and zombies, which are keyed to the amulet when it is created. The animation of the undead is part of the creation process—undead that have already been created cannot be bound to a death’s head talisman. The number of HD of undead tied to the amulet is equal to twice the amulet’s caster level. The amulet allows the wearer to command the undead as if she had created them with animate dead, even if she has no magical talent of her own. The undead are only under control while the amulet is worn; if the amulet is removed, the undead revert to normal behavior, standing in place but responding if attacked. Once the specific undead tied to the amulet are destroyed, the talisman loses all power.","1,000 ",5,Varied,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/talisman-death-s-head
"Bracers, Burglar’s","On command, these plain leather bracers can transform into a set of masterwork thieves’ tools. They can transform back to their bracer form with another such command. Once per day, while using these thieves’ tools or wearing these bracers, the user can take 10 on a single Disable Device check, even when in immediate danger or distracted.","1,050 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/burglar-s-braces
Clockwork Bug,"This Fine brass construct is made to look like a beetle, and is sometimes painted in green, brown, or gray camouflage. A clockwork bug can record all nearby sounds within a 20-foot-radius spread onto a low-quality gemstone worth 10 gp, which is embedded in its body. The bug can record up to 1 hour of sound, which must be continuous; if the recording is stopped early, it cannot be restarted. Making the clockwork bug replay the recorded audio is a swift action. Once a gemstone is imprinted with an audio recording, it cannot be reused, and must be replaced with a fresh gemstone in order for the bug to make a new recording. Replacing a gemstone is a full-round action that requires a DC 25 Disable Device check. Failing this check causes the used gemstone to become cracked and erases any recorded sounds on that gemstone. Though a clockwork bug isn't treated as a creature and cannot move or perform other actions by itself, it can cling indefinitely to any surface onto which it is placed, including the underside of objects. These bugs are also equipped with a timer that can delay the start of recording process by up to 24 hours. Additionally, the bug is equipped with an optional self-destruct timer with a maximum duration of 72 hours. If engaged, the self-destruct sequence causes the bug to erase any information on its current gemstone and then send a surge of energy through its filaments, rendering itself useless and irreparable.","1,100 ",4,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/clockwork-bug
Grave Salt,"When poured on ground in a circle, this pure white salt sanctifies the enclosed area as the spell consecrate. Applying the salt takes 1 round per dose. A single dose is sufficient to form a 5-foot radius circle, with each additional dose increasing the circle's radius by 5 feet. The area within the circle remains consecrated for 1 hour per dose, though any corporeal creature can spend a standard action to break the circle and end the effect prematurely. A newly created pouch of grave salt holds 5 doses. Grave salt can also be used directly against restless spirits. A single dose can be hurled up to 15 feet as a ranged touch attack. An incorporeal undead creature struck by the salt must make a DC 14 Will save or take 1d4 points of Charisma damage. Strong winds and other effects that penalize ranged attacks make it impossible to employ the salt in this manner.","1,100 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/grave-salt
Elixir of Fire Breath,"This strange bubbling elixir bestows upon the drinker the ability to spit gouts of flame. He can breathe fire up to three times, each time dealing 4d6 points of fire damage to a single target up to 25 feet Away. The victim can attempt a DC 13 Reflex save for half damage. Unused blasts of fire dissipate 1 hour after the liquid is consumed.","1,100 ",11,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/elixir-of-fire-breath
Toxin Sponge,"This rough, ridged sponge is chalky black in color, and is used to absorb poisonous gases from the surrounding air. When the command word is spoken, a toxin sponge can absorb a 10-foot cube of inhaled poison, removing the gas from that area and concentrating it in the sponge, which turns a pale green when filled. The sponge must be in the affected area of the poison gas in order to absorb it, and once it is absorbed, the duration of the poison effect (if any) is effectively paused. A toxin sponge can absorb either non-magical poisons or magical poisons (and the poisonous effects of magical gases and mists) with a caster level of 9th or lower. A toxin sponge can absorb only one poison at a time; an absorbed poison dissipates harmlessly after 24 hours. Alternatively, a creature can squeeze the filled sponge as a standard action before 24 hours have passed to release the noxious gas back into the air centered on the user. A creature may unknowingly activate a poison-filled toxin sponge during the course of regular bathing. Released poison takes up the same area it did when it was absorbed and lasts for the remaining duration of the poison when it was initially absorbed.","1,125 ",9,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/toxin-sponge
